positive,negative
"##Training Scenario: Operation Glacier Strike
**Commander’s Intent:**

* Disable REDLAND’s coastal defense radar network and neutralize their anti-ship missile launchers.
* Achieve 85% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Ensure REDLAND's inability to threaten maritime routes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area is characterized by rocky cliffs and rugged terrain.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network consists of radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and patrolled by coastal defense units.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.
","##Training Scenario: Operation Glacier Strike
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal defense radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties.
"
"##Training Scenario: Operation Arctic Thunder
**Commander’s Intent:**

* Disable REDLAND’s coastal defense radar stations and neutralize their anti-ship missile batteries.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Air Force losses.
* Ensure REDLAND cannot launch naval attacks.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-30 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar stations: 5 km from the coast, Anti-ship missile batteries: 3 km south of the radar stations.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area is characterized by rocky shores and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have established defensive positions around the radar stations and missile batteries.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar stations consist of radar arrays, command centers, and power generators.
* Anti-ship missile batteries include launch pads and underground bunkers.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Arctic Thunder
**Commander’s Intent:**

* Disrupt REDLAND’s coastal surveillance capabilities by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar stations and anti-ship missile batteries.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Frostfire
**Commander’s Intent:**

* Disable REDLAND’s coastal surveillance network and destroy their anti-ship missile batteries.
* Achieve 85% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Prevent REDLAND from launching maritime strikes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal surveillance network: 5 km from the coast, Anti-ship missile batteries: 3 km south of the network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area is characterized by rocky cliffs and rugged terrain.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have established defensive positions around the coastal network and missile batteries.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal surveillance network consists of radar installations, communication hubs, and power generators.
* Anti-ship missile batteries include launch pads and storage bunkers.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Frostfire
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal surveillance network and anti-ship missile batteries.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Polar Strike
**Commander’s Intent:**

* Neutralize REDLAND’s coastal radar network and dismantle their anti-ship missile launchers.
* Achieve 85% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to threaten maritime routes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the radar network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network comprises radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Polar Strike
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Aurora Borealis
**Commander’s Intent:**

* Disable REDLAND’s coastal surveillance infrastructure and eliminate their anti-ship missile batteries.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Air Force losses.
* Ensure REDLAND cannot conduct naval strikes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-30 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal surveillance infrastructure: 5 km from the coast, Anti-ship missile batteries: 3 km south of the surveillance infrastructure.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area is characterized by rocky cliffs and rugged terrain.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have established defensive positions around the surveillance infrastructure and missile batteries.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal surveillance infrastructure includes radar stations, communication hubs, and power generators.
* Anti-ship missile batteries comprise launch pads and underground bunkers.
* Both targets are fortified and patrolled by coastal defense units.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.
","##Training Scenario: Operation Aurora Borealis
**Commander’s Intent:**

* Disrupt REDLAND’s coastal surveillance capabilities by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal surveillance infrastructure and anti-ship missile batteries.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Frostbite
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense radar network and dismantle their anti-ship missile launchers.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to threaten maritime routes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-30 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the radar network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network comprises radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Frostbite
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Frostfire
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense radar stations and eliminate their anti-ship missile batteries.
* Achieve 85% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to launch naval attacks.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar stations: 5 km from the coast, Anti-ship missile batteries: 3 km south of the radar stations.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar stations and missile batteries.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar stations comprise radar installations, communication hubs, and power generators.
* Anti-ship missile batteries include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Frostfire
**Commander’s Intent:**

* Disrupt REDLAND’s coastal surveillance capabilities by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar stations and anti-ship missile batteries.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Frost Fury
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense radar network and eliminate their anti-ship missile launchers.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to threaten maritime routes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-30 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the radar network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network comprises radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Frost Fury
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Arctic Fury
**Commander’s Intent:**

* Neutralize REDLAND’s coastal radar network and dismantle their anti-ship missile launchers.
* Achieve 85% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to launch naval attacks.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the radar network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network comprises radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Arctic Fury
**Commander’s Intent:**

* Disrupt REDLAND’s coastal surveillance capabilities by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties.
"
"##Training Scenario: Operation Arctic Storm
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense radar network and disable their anti-ship missile launchers.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to threaten maritime routes.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-30 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Coastal Defense Forces: two missile batteries equipped with anti-ship missiles.

**Geography:**

* Distance to REDLAND threats: Coastal radar network: 5 km from the coast, Anti-ship missile launchers: 3 km south of the radar network.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features rocky terrain and sparse vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s coastal defense forces have deployed patrols and established defensive positions around the radar network and missile launchers.
* BLUELAND intelligence suggests potential presence of coastal surveillance radars.

**Target(s) Details:**

* The coastal radar network comprises radar installations, communication hubs, and power generators.
* Anti-ship missile launchers include launch pads and underground storage facilities.
* Both targets are fortified and guarded by coastal patrols.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize precision-guided munitions to ensure accuracy.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Arctic Storm
**Commander’s Intent:**

* Disrupt REDLAND’s coastal surveillance capabilities by targeting key installations and naval vessels.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Coastal Defense Forces: missile batteries with unspecified armament.

**Geography:**

* Distance to targets: approximately 3-5 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols and fortified coastal defenses.

**Target(s) Details:**

* Coastal radar network and anti-ship missile launchers.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Azure Strike
**Commander’s Intent:**

* Neutralize REDLAND’s naval base and destroy their submarine dockyards.
* Achieve 95% target destruction.
* Maximum 10% BLUELAND Navy losses.
* Ensure REDLAND's incapability to conduct submarine operations.

**Force Composition:**

* REDLAND Navy: Two Kilo-class submarines docked at the base, supported by four coastal defense ships.
* REDLAND Coastal Defense: Two Bastion-P coastal missile systems.

**Geography:**

* Distance to REDLAND threats: Naval base located 20 km south of the target area. Coastal defense systems stationed within the naval base perimeter.
* Environmental Conditions: Nighttime mission with clear skies and calm seas.

**Surrounding Conditions:**

* REDLAND’s naval vessels are on high alert, with regular patrols in the area.
* REDLAND coastal defenses are active, with frequent radar sweeps and readiness drills.
* BLUELAND intelligence suggests potential minefields around the naval base.

**Target(s) Details:**

* Naval base facilities include submarine dockyards, fuel storage depots, and command buildings.
* Submarines docked are equipped with anti-ship missiles and torpedoes.
* Coastal defense systems are positioned to protect key naval assets.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize anti-submarine warfare tactics to neutralize submarine threats.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Azure Strike
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval installations.

**Force Composition:**

* REDLAND Navy: unspecified number of submarines and coastal defense ships.
* REDLAND Coastal Defense: unspecified coastal missile systems.

**Geography:**

* Distance to targets: approximately 10-15 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine exercises in the area.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval base facilities, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Midnight Thunder
**Commander’s Intent:**

* Neutralize REDLAND’s missile defense systems and disable their long-range artillery batteries.
* Achieve 90% target destruction.
* Maximum 20% BLUELAND Air Force losses.
* Ensure REDLAND's incapability to launch strategic attacks.

**Force Composition:**

* REDLAND Air Force: six S-400 surface-to-air missile systems, eight Su-35 fighter jets, and four Pantsir-S1 anti-aircraft systems.
* REDLAND Artillery: Four 155mm self-propelled howitzers with extended range ammunition.

**Geography:**

* Distance to REDLAND threats: Missile defense systems: 10 km west and 15 km south of the target, Artillery batteries: 5 km north of the target.
* Environmental Conditions: Nighttime mission with clear skies and visibility of 10 km. The target area features open terrain with sporadic vegetation.

**Surrounding Conditions:**

* REDLAND’s Air Force is on high alert with continuous air patrols and radar surveillance.
* REDLAND’s artillery units are conducting firing exercises but are not directly engaged in defending the target area.
* BLUELAND intelligence suggests potential presence of mobile missile launchers.

**Target(s) Details:**

* Missile defense systems consist of radar installations and missile launchers.
* Artillery batteries are camouflaged and positioned on elevated terrain.
* Both targets are reinforced and guarded by limited ground troops.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize collateral damage to nearby civilian infrastructure.
* Utilize electronic warfare to disrupt enemy communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Midnight Thunder
**Commander’s Intent:**

* Disrupt REDLAND’s air defense capabilities by targeting key radar installations and anti-aircraft batteries.

**Force Composition:**

* REDLAND Air Force: unspecified number of missile systems and fighter jets.
* REDLAND Air Defense: unspecified anti-aircraft batteries.

**Geography:**

* Distance to targets: approximately 5-10 km from the target area.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND forces are on high alert with regular patrols but no specific threat assessments.
* No significant ground presence detected around the target area.

**Target(s) Details:**

* Radar installations and unspecified anti-aircraft batteries.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Shadow Strike
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense network and disable their anti-ship missile launchers.
* Achieve 95% target destruction.
* Maximum 10% BLUELAND Navy losses.
* Ensure REDLAND's incapability to conduct maritime operations.

**Force Composition:**

* REDLAND Navy: Two frigates stationed at the coastal defense network, supported by coastal artillery batteries.
* REDLAND Coastal Defense: Two Bastion-P coastal missile systems.

**Geography:**

* Distance to REDLAND threats: Coastal defense network located 15 km from the coast. Bastion-P systems positioned within the network perimeter.
* Environmental Conditions: Nighttime mission with clear skies and calm seas.

**Surrounding Conditions:**

* REDLAND’s naval vessels are on high alert, with regular patrols in the area.
* REDLAND coastal defenses are active, with frequent radar sweeps and readiness drills.
* BLUELAND intelligence suggests potential minefields around the coastal defense network.

**Target(s) Details:**

* Coastal defense network facilities include radar stations, missile launchers, and command centers.
* Frigates stationed are equipped with anti-ship missiles and naval guns.
* Bastion-P systems are positioned to protect key coastal assets.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize anti-ship warfare tactics to neutralize naval threats.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Shadow Strike
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval installations.

**Force Composition:**

* REDLAND Navy: unspecified number of frigates and coastal defense vessels.
* REDLAND Coastal Defense: unspecified coastal missile systems.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with clear skies.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine exercises in the area.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval installations, including docks and administrative buildings.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
"##Training Scenario: Operation Crimson Horizon
**Commander’s Intent:**

* Neutralize REDLAND’s coastal defense systems and eliminate their naval blockade capabilities.
* Achieve 90% target destruction.
* Maximum 15% BLUELAND Navy losses.
* Ensure safe passage for BLUELAND maritime convoys.

**Force Composition:**

* REDLAND Navy: Two Kirov-class cruisers patrolling the coast, supported by four missile boats.
* REDLAND Coastal Defense: Three Bastion-P coastal missile systems.

**Geography:**

* Distance to REDLAND threats: Coastal defense systems located 20 km north and 15 km south of the target area. Bastion-P systems positioned along the coast.
* Environmental Conditions: Nighttime mission with moderate cloud cover and visibility of 8 km. The target area features rocky cliffs and shallow waters.

**Surrounding Conditions:**

* REDLAND naval vessels are on high alert, with continuous patrols and radar surveillance.
* REDLAND coastal defenses are actively monitoring maritime traffic and conducting readiness drills.
* BLUELAND intelligence suggests potential minefields near the coastline.

**Target(s) Details:**

* Coastal defense systems comprise radar stations, missile launchers, and coastal artillery batteries.
* Kirov-class cruisers are equipped with long-range anti-ship missiles and naval guns.
* Bastion-P systems are strategically positioned to defend key coastal areas.

**Rules of Engagement:**

* Engage only confirmed military targets within the designated zone.
* Minimize civilian casualties and damage to nearby civilian infrastructure.
* Utilize electronic warfare tactics to disrupt enemy communications.
* BLUELAND forces are authorized to engage any detected threats promptly.","##Training Scenario: Operation Crimson Horizon
**Commander’s Intent:**

* Disrupt REDLAND’s coastal operations by targeting key naval assets.

**Force Composition:**

* REDLAND Navy: unspecified number of cruisers and missile boats.
* REDLAND Coastal Defense: unspecified coastal missile systems.

**Geography:**

* Distance to targets: approximately 10-20 km from the coastline.
* Environmental Conditions: Nighttime mission with scattered clouds.

**Surrounding Conditions:**

* REDLAND naval forces are conducting routine patrols along the coast.
* REDLAND coastal defenses are operational but not actively engaged.

**Target(s) Details:**

* Naval vessels, including cruisers and missile boats.

**Rules of Engagement:**

* Engage confirmed military targets only.
* Minimize collateral damage and avoid civilian casualties."
